     697 POLL   0x060D8 = 0x00000010
     704 ORACLE 0x060D4 = 0x00000000
     705 WR     0x060D4 = 0x00000002
     706 ORACLE 0x060D4 = 0x00000000
     707 WR     0x060D4 = 0x00000002
     708 ORACLE 0x060D0 = 0x00000008
     709 WR     0x060D0 = 0x00000002
     710 ORACLE 0x060D0 = 0x00000002
     711 WR     0x060D0 = 0x00000000
     712 ORACLE 0x060EC = 0x00002829
     713 WR     0x060EC = 0x00000000
     714 ORACLE 0x05490 = 0x00000000
     715 WR     0x05490 = 0x00000000
     716 ORACLE 0x02000 = 0x0000000F
     717 WR     0x02000 = 0x0000000F
     718 ORACLE 0x020AC = 0x00000001
     719 WR     0x020AC = 0x00000001
     720 ORACLE 0x01734 = 0x00000000
     721 WR     0x01734 = 0x00000000
     722 ORACLE 0x02A00 = 0x00000000
     723 WR     0x02A00 = 0x00000000
     724 ORACLE 0x05428 = 0x00000000
